City,Place,Review,Rating,Name,Date,Raw_Review,Wheelchair Accessibility,Visual Impairments,Mobility Impairments,Hearing Impairments
New Delhi,Lotus Temple,beautiful masterpiece temple like alien life form landed chaos squalor delhi surrounded pools water simple garden staff manage visitors efficiently visiting hindu moslem temples,5,Anonymous,,"This beautiful masterpiece of a temple is like an alien life form landed into the chaos and squalor of Delhi. It is surrounded by nine pools of water and a simple garden and staff manage the many visitors efficiently.
After visiting Hindu and Moslem temples...",1.0,0.5,1.0,1.0
New Delhi,Red Fort (Lal Quila),perfect mixture ancient art culture heritage india visit place new delhi connected public transit deewan aam deewan khas wonderful places,5,Anonymous,,It's the perfect mixture of Ancient Art and culture of the heritage India. a must visit place in new delhi. very well connected by public transit. Deewan-a-aam and Deewan-a-Khas are wonderful places to see.,0.5,0.5,0.5,1.0
New Delhi,Qutub Minar,nice place time pass friends family couples especially evening afternoon winters probably best place heritage photography,5,Anonymous,,"Nice place for time pass for friends,family and couples especially in the evening and afternoon during winters and probably a best place for heritage photography",0.5,0.5,0.5,1.0
New Delhi,India Gate,suchva massive building nice really like wonderful gesture come soon,5,Anonymous,,"Suchva massive building . Very nice I really  like it and its a wonderful gesture .
We will come back soon.",1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,constructed lots positive energy musical awesome tour indian history remarkable,5,Anonymous,,"Very well constructed with lots of positive energy. Musical Show is awesome.
Tour to Indian History is remarkable.",1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,went night time amazing akshardham night time lightings prepare half day miss water best seen till,5,Anonymous,,"I went in night time and amazing to see akshardham in night time with lightings. prepare for half a day to see everything over there. 
Don't miss water show and it is best what i have seen till now.",1.0,1.0,1.0,1.0
New Delhi,India Gate,great experience visiit india gate beautiful structure laid lawns great place visit sunset peaceful sit surrounding lawns evenings generally breezy relief,5,Anonymous,,Its a great experience to visiit the India gate. Its a beautiful structure with well laid out lawns. Its a great place to visit around sunset...very peaceful to sit in the surrounding lawns in the evenings which are generally breezy and a relief from the...,1.0,1.0,1.0,1.0
New Delhi,Humayun's Tomb,great venue visit went guide informative visit interesting great place wander couple hours,5,Anonymous,,A great venue to visit. We went with a guide who was very informative which made the visit even more interesting. A great place to wander around for a couple of hours.,1.0,0.5,1.0,1.0
New Delhi,Friday Mosque (Jama Masjid),japanese living delhi got impressed huge mosque walking distance red fort chandni chawk foreign tourists cycle rickshaw fun careful certain muslim rules respected covering,5,Anonymous,,"I'm a Japanese living in Delhi.
Got impressed by this huge Mosque.
Walking distance from the Red Fort and Chandni Chawk. Many foreign tourists take cycle rickshaw for fun.

But, I have to be careful as certain Muslim rules are respected such as covering your...",0.5,0.5,0.5,1.0
New Delhi,Swaminarayan Akshardham,good holy place visit benefit pilgrims gain knowledge history visit,5,Anonymous,,Very good and holy place to visit. We can get the benefit of the pilgrims and gain the knowledge of our history. One must visit.,1.0,1.0,1.0,1.0
New Delhi,Humayun's Tomb,visited humayun tomb sunday afternoon thing noticed long line crowds ticket office handles huge crowd minute waiting overheard book tickets online,4,Anonymous,,I visited Humayun's Tomb on a Sunday afternoon and the first thing I noticed was the long line of crowds. Just one ticket office and it handles a huge crowd. There was 72 minute waiting...until I overheard someone that you could book tickets online. I...,1.0,0.5,1.0,1.0
New Delhi,Lotus Temple,temple belongs certain faith fact people faiths welcome enhances beauty manifold easily witness people faiths ages walks life thronging lotus temple glimpse,5,Anonymous,,"While the Temple belongs to a certain faith, the fact that people of all faiths are welcome here enhances its beauty manifold. You can easily witness people of all faiths, ages & from all walks of life thronging to the Lotus Temple for a glimpse...",1.0,0.5,1.0,1.0
New Delhi,Connaught Place,good people watching crowds western style shops eateries travels immersed culture difficult completely enjoy experience looking,4,Anonymous,,"Good for people watching, crowds, Western style shops and eateries. 

As someone who travels to be immersed in culture I found it difficult to completely enjoy the experience. However, if you're looking for the above, go for it.",1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,temple gorgeous beautiful carvings stone marble temple built history carvings machine completely looses charm,5,Anonymous,,"The temple is very gorgeous with beautiful carvings out of stone and marble, but the temple was built around 2005, so it doesn't have much history and some of the carvings were done by machine, which to me completely looses their charm. I also didn't...",1.0,1.0,1.0,1.0
New Delhi,Friday Mosque (Jama Masjid),mosque extort money tourists hope goes mosque maintenance undesirable cause think bringing mobile phone pay fee use western,3,Anonymous,,Not a mosque for everyone. They extort money from tourists (I hope it goes to mosque maintenance and not some undesirable cause). Don't even think of bringing in a mobile phone because you'll have to pay a fee (even if you don't use it). Western...,0.5,0.5,0.5,1.0
New Delhi,Swaminarayan Akshardham,swaminarayan akshardham temple different regular temples star facility temple things recreation,3,Anonymous,,Swaminarayan Akshardham temple is very different from other regular temples. It is a 5 star facility temple.You have so many things for recreation.,1.0,1.0,1.0,1.0
New Delhi,Chandni Chowk,horrible experience crowded way seen unable walked street holding breaths pickpocket harassment female rickshaws tuktuks bumping pedestrians,1,Anonymous,,"Horrible experience! Crowded in a way i have never seen before, we were unable to move... we walked the street holding our breaths from pickpocket & harassment! Never go as female alone! rickshaws and tuktuks were everywhere bumping into each others and into pedestrians as...",0.0,0.0,0.0,1.0
New Delhi,Chandni Chowk,chatoic charming century old chandini chowk visitors delight chaat chudiyans bangles history heritage romance atmosphere makes place,5,Anonymous,,"Chatoic , yet charming , our many century old Chandini Chowk is a visitors delight ! From Chaat to chudiyans ( bangles ) , you will find it all here  ! There is  history ,heritage ,   romance , an atmosphere which makes this place a...",0.0,0.0,0.0,1.0
New Delhi,Hauz Khas Village,interesting area wonderful nooks crannies explore neat unadvertised historic site gates end great restaurants coffee shops antique stores really good clothing stores boutiques driver knows,5,Anonymous,,"This is a very interesting area with many wonderful nooks and crannies to explore and a neat, unadvertised historic site through the gates at the end. Great restaurants, coffee shops, antique stores, really good clothing stores and boutiques....any driver knows where it is.",0.5,0.5,0.5,1.0
New Delhi,Connaught Place,built britishers market famous place delhi indians visitors lots cafe restaurant pub hotels offices properly connected delhi people convenient come,3,Anonymous,,"Built by Britishers, this market is most famous place in Delhi for Indians and Visitors. Lots of cafe, restaurant, pub, hotels, offices etc are there. Properly connected to all over Delhi. People find very convenient to come and go from here.",1.0,1.0,1.0,1.0
New Delhi,Chandni Chowk,journey time capsule dusty aged presents culture naked best stalls cozy inviting deals dream safe carefree,5,Anonymous,,"A journey into a time capsule.  Dusty and aged, presents culture at it's naked best.  The stalls are cozy and inviting.  Deals to dream for.  Safe and carefree.",0.0,0.0,0.0,1.0
New Delhi,Gurudwara Bangla Sahib,place miss coming delhi aura mesmerizing peaceful serene visit place,4,Anonymous,,"This is a place that one should never miss while coming to Delhi. the aura is just mesmerizing, peaceful and serene. Must visit place",1.0,1.0,1.0,1.0
New Delhi,Red Fort (Lal Quila),huge compound multiple palaces different design day visit buildings,4,Anonymous,,Huge compound with multiple palaces all of different design. May take a full day to visit all the buildings in detail.,0.5,0.5,0.5,1.0
New Delhi,Qutub Minar,qutab minar overwhelms expanse history ashoka pillar tower feel era cleanliness spruced lawns make feel like queen,3,Anonymous,,"As always Qutab Minar overwhelms me with its expanse it's history,the Ashoka pillar and the tower itself. I always feel as if I'm in that era. 
The cleanliness and the spruced up lawns make me feel like a queen!!!",0.5,0.5,0.5,1.0
New Delhi,Qutub Minar,attraction meters tallest brick minaret world climbing qutab minar stairs closed tragedies happened years ago visit minaret visit attractions premises,4,Anonymous,,This attraction is 120 meters and it is the tallest brick minaret in the world. Climbing the Qutab Minar stairs is now closed due to two tragedies happened here few years ago. Though one can visit the minaret and visit other attractions within the premises....,0.5,0.5,0.5,1.0
New Delhi,India Gate,special india gate picture leave people selling things henna bracelets henna artists stop wanted,3,Anonymous,,There wasn't anything to special about the India Gate. There wasn't much to do other than take a picture or 2 and leave. There were many people selling things such as henna and bracelets. The henna artists would not stop when you wanted them to...,1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,simply astounded beauty temple surroundings carving architecture simply breath away taj mahal highlight visit india prepared spend hours soaking,5,Anonymous,,"I was simply astounded by the  beauty of this temple and surroundings.  The carving, architecture simply take your breath away. It should be along with the Taj Mahal the highlight of any visit to India.  be prepared to spend at least 3-4 hours soaking in...",1.0,1.0,1.0,1.0
New Delhi,Delhi Airport Metro Express,delhi metros buzzing people line best want airport line connected rest city wish halts metro journey,5,Anonymous,,"Delhi metros are buzzing out with people but this line is the best if you want get into and out of the airport.
This line is well connected to rest of the city. If you wish to take halts in between on your metro journey...",1.0,1.0,1.0,1.0
New Delhi,ISKCON Temple Delhi,went early morning breakfast govinda restaurant spent morning exploring place missed,2,Anonymous,,"Went there for an early morning breakfast at the ""Govinda"" restaurant.
However spent an morning exploring the place.
Not to be missed...",1.0,1.0,1.0,1.0
New Delhi,Chandni Chowk,busy crowded place really favorite place shopping place importantly cheaper reasonable rate,4,Anonymous,,The one of the busy crowded place is really one of my favorite place for shopping. WE can get almost everything from the place. Most importantly we can get at cheaper and reasonable rate,0.0,0.0,0.0,1.0
New Delhi,Humayun's Tomb,nice exceptional rennovating lot open good quick look outside tomb,4,Anonymous,,Nice but not exceptional. They are rennovating and a lot is not open. Good for a quick look of the outside of the tomb.,1.0,0.5,1.0,1.0
New Delhi,Lotus Temple,went lotus temple recent visit delhi beautiful best monuments visit delhi doubt reflection great piece architecture tranquility visited afternoon,5,Anonymous,,"We went to Lotus temple during our recent visit to Delhi. Its just beautiful!! One of the best monuments to visit in Delhi without any doubt as its a reflection of great piece of architecture and tranquility. We visited during the afternoon, so, it was...",1.0,0.5,1.0,1.0
New Delhi,Red Fort (Lal Quila),beautiful building beginning certainly investment areas accessible quite impressive outside sad inside sound light quite good great narration history,5,Anonymous,,"This must have been a beautiful building in the beginning, though would certainly do with some investment now. Many areas not accessible.  Quite impressive from the outside, though sad on the inside.  Sound and Light show quite good, with a great narration of the history....",0.5,0.5,0.5,1.0
New Delhi,Chandni Chowk,initial reaction insane place earth happening place alive space filled person vehicle feel mass population india right,3,Anonymous,,"My first initial reaction was ""most insane place on earth"" Everything is happening here the place is alive and there is not one empty space that isn't filled with a person or vehicle. It made me feel the mass of population of India is right...",0.0,0.0,0.0,1.0
New Delhi,India Gate,neat hear story hassled buy little things picture taken alot,4,Anonymous,,"It was neat to see, and hear the story, but there isn't much to see.  You also get hassled to buy little things and get your picture taken alot",1.0,1.0,1.0,1.0
New Delhi,Gurudwara Bangla Sahib,road metropolitan hotel spa minute walk gurdwara stunning definitely worth visit,4,Anonymous,,"On the same road as Metropolitan Hotel and Spa and only 10 minute walk. The Gurdwara was stunning, definitely worth a visit",1.0,1.0,1.0,1.0
New Delhi,India Gate,day travel near wonder makes patriotic happy avoid street food,4,Anonymous,,Day in and out we travel near this wonder. It makes me patriotic and happy when I go here. Avoid the street food here.,1.0,1.0,1.0,1.0
New Delhi,Humayun's Tomb,described inspiration taj mahal tomb offers great introduction early mughal rulers india addition showcasing magnificent architecture design,5,Anonymous,,"Described as the inspiration for the Taj Mahal, this tomb offers a great introduction to the early Mughal rulers of India, in addition to showcasing magnificent architecture and design.",1.0,0.5,1.0,1.0
New Delhi,Swaminarayan Akshardham,ardent lover indian sculpture used worry dying skills indian sculpture used visit places like beluru halebidu karnataka neelkantheshwar temple udaypur madhya pradesh near bhopal places india,5,Anonymous,,"I am an ardent lover of the Indian Sculpture. I used to worry about the dying skills of Indian Sculpture when I used to visit places like Beluru, Halebidu in Karnataka, Neelkantheshwar Temple, Udaypur , Madhya Pradesh near Bhopal and other places in India. But...",1.0,1.0,1.0,1.0
New Delhi,Red Fort (Lal Quila),historic monument delhi faces busy chandni chowk area fort beautiful allow sufficient time experience lots people come visit monument early possible,4,Anonymous,,This is a very historic monument in Delhi. It faces the busy Chandni Chowk area. The Fort itself is very beautiful and allow sufficient time to experience it. There are a lots of people that come to visit this monument. Get there early if possible....,0.5,0.5,0.5,1.0
New Delhi,Red Fort (Lal Quila),nd time come feel exciting walk red fort love world heritage discover love red wall big stones come enjoy,5,Anonymous,,The 2nd time to come back but always feel so exciting to walk around the Red Fort. Love to see the World Heritage and discover. Love to see the red wall and big stones. I will come back again to enjoy.,0.5,0.5,0.5,1.0
New Delhi,Qutub Minar,wonderful creation mugal ruler qutab din tall tower floor enjoy view delhi heritage believe young ones,5,Anonymous,,"This is wonderful creation by the mugal ruler qutab din . It's a tall tower , from the top floor one can enjoy the view of delhi . its one of the heritage , i believe we should show to our young ones at least...",0.5,0.5,0.5,1.0
New Delhi,Qutub Minar,history beckons place feel energy lot warmth great place family,5,Anonymous,,History beckons- a place where you feel the energy and lot of warmth.  Great place to be with family.,0.5,0.5,0.5,1.0
New Delhi,Chandni Chowk,best place food lovers parathe wali gali known india different types padatha great taste celebrities enjoy parathas try,5,Anonymous,,Its the best place for food lovers. Parathe wali gali is well known in india for different types of padatha's and its great taste. Many celebrities have been here to enjoy the parathas. Every one should try at least once.,0.0,0.0,0.0,1.0
New Delhi,Swaminarayan Akshardham,favourite place foreign guests walk indian culture maintained great canteen negative completely lost mobile especially group,2,Anonymous,,"This is my most favourite place to take my foreign guests for a walk through Indian culture. Well maintained, great canteen. The only negative is you can get completely lost without a mobile, especially when in group.",1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,largest temple india area size beautiful architecture nice garden roam,5,Anonymous,,Largest Temple in India by Area size with beautiful architecture. There is nice garden to roam around,1.0,1.0,1.0,1.0
New Delhi,Qutub Minar,good place explore beautiful gardens surrounding qutub minar architecture amazing,5,Anonymous,,It's a good place to go and explore. There are beautiful gardens surrounding the Qutub Minar. The architecture is amazing,0.5,0.5,0.5,1.0
New Delhi,Qutub Minar,nice place photography nice carving really like place place worth seeing,5,Anonymous,,"Very nice place for photography and nice carving, really I like it this place, this place is worth for seeing again",0.5,0.5,0.5,1.0
New Delhi,India Gate,india gate built memory indian soldiers died world war place considered pride new delhi lovely place spend evening,2,Anonymous,,India Gate was built in memory of the 90000 Indian Soldiers who died during World War 1. This place is considered the pride of New Delhi. This is a lovely place to spend the evening.,1.0,1.0,1.0,1.0
New Delhi,Humayun's Tomb,beautiful monument located heart delhi visit place feel like visiting time maintained delhi govt visit place delhi,5,Anonymous,,It is a beautiful monument located in the heart of Delhi. If you visit this place you feel like visiting back in time. Well maintained by Delhi Govt. It is another must visit place in Delhi,1.0,0.5,1.0,1.0
New Delhi,India Gate,india gate place visit like place honor people given life country ages good time visit evening,5,Anonymous,,"India gate is place to visit for all, its like place of honor for all the people given their life for the country since ages. good time to visit is in evening",1.0,1.0,1.0,1.0
New Delhi,Gurudwara Bangla Sahib,words place eternal bliss soon enter gurdwara frequent eevry fortnight visitor religious place dont miss place delhi,4,Anonymous,,I have no words for this place . Its eternal bliss as soon as you enter Gurdwara. I have been a frequent almost eevry fortnight visitor to this religious place. Dont ever miss this place if you are in & around Delhi,1.0,1.0,1.0,1.0
New Delhi,Humayun's Tomb,humayun tomb places visited quite spectacular visited quite bit haze worth visit,4,Anonymous,,Humayun's tomb was one of the first places we visited. It is quite spectacular though when we visited there was quite a bit of haze. Still worth the visit.,1.0,0.5,1.0,1.0
New Delhi,Gurudwara Bangla Sahib,bangla sahib recommend visit gives immense stabilization lo think sitting gurudwara property nicely manage compared,4,Anonymous,,"I often go to Bangla Sahib and would recommend everyone to visit there as it gives me immense stabilization and a lo to think about myself when i am sitting there that what are we doing, the gurudwara property is nicely manage now as compared...",1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,newly built hindu temple banks river yamuna pink sandstone structure built acres land seven thousands artisan involved carving stones swaminarayan idol placed central dom complex,3,Anonymous,,It's a newly built Hindu temple on banks of river Yamuna. The pink sandstone structure was built on 60 acres land. Seven thousands artisan was involved in carving of stones. A Swaminarayan idol is placed in the central dom of the complex. You can see...,1.0,1.0,1.0,1.0
New Delhi,Red Fort (Lal Quila),late evening time place sound light purana qila better aware attack mosquitoes armed,3,Anonymous,,Don't go late in the evening or you won't have enough time to see the place. They also have a sound and light show but the one at Purana Qila is better. However be aware of the attack of the mosquitoes so go armed with...,0.5,0.5,0.5,1.0
New Delhi,Lodhi Garden,garden lovely crowd good worse visit place family couple lying garden engaged non sense activities,4,Anonymous,,The garden is lovely but the crowd is not good at all. they made it that worse that you cant visit this place with family. You can just found couple lying all across the garden and engaged in all non-sense activities.,1.0,1.0,1.0,1.0
New Delhi,Humayun's Tomb,poorly managed visit interetsed hsitory architecture bldg,3,Anonymous,,Poorly managed but a must visit if interetsed in hsitory and the architecture of the bldg interest you.,1.0,0.5,1.0,1.0
New Delhi,Humayun's Tomb,nice quiet place entrance fees foreigner times indians rules,4,Anonymous,,"Nice and quiet place. Again, the entrance fees for foreigner are 10 times more than Indians....Why this rules?",1.0,0.5,1.0,1.0
New Delhi,India Gate,remember times visited place long going time new experience great time like sunset view place ended day,5,Anonymous,,"I don’t remember how many times I have visited this place & since how long how I am going there
But every time it’s a new experience & has a great time
I like the sunset view from this place & ended up my day...",1.0,1.0,1.0,1.0
New Delhi,Swaminarayan Akshardham,auto rickshaw driver took inside explained lot temple hindu religion place intricately decorated beautiful craftsmanship getting takes rigorous security checks deposit cameras,4,Anonymous,,Our auto-rickshaw driver took us inside and explained a lot about the temple and about the Hindu religion. The whole place is very intricately decorated with beautiful craftsmanship. Getting in takes a while as you have to go through rigorous security checks and deposit cameras...,1.0,1.0,1.0,1.0
New Delhi,Humayun's Tomb,favorite place new delhi really really nice wonderful feel hours feel history site,5,Anonymous,,"One of my favorite place in New Delhi, really really nice and a wonderful feel. You should take at least 2 hours there and feel all the history in the site.",1.0,0.5,1.0,1.0
