City,Place,Ratings,Distance,Place_desc
Bangalore, 15. Explore the Universe at Jawaharlal Nehru Planetarium ,3.8, 2 km  from city center ," Jawaharlal Nehru Planetarium is a popular attraction in Bangalore. The Sky Theatre is its main attraction which imitates the way the sky looks to us. There is also a mirror dome show, a science park, and a special programme conducted here first Sunday evening of every month. "
Bangalore, 16. Visvesvaraya Industrial and Technological Museum ,3.0, 0 km  from city center ," Visvesvaraya Industrial and Technological Museum houses machines and artefacts related to science and technology. There are also interesting shows and the ""Science for Kids"" centre here. It is a fun place to visit with kids. "
Bangalore, 17. Paddle over the Ulsoor Lake ,3.8, 3 km  from city center ," Constructed by Kempe Gowda II in the 2nd century, this lake was earlier known as Halsur or Alasur. Although not fit for swimming, boating can be enjoyed at the lake. "
Bangalore, 18. Shiva Temple ,3.2, 7 km  from city center , The Shiva Temple of Bangalore is considered one of the most beautiful Shiva temples in India. It is landmarked by a huge white monolith of Lord Shiva in a an artificial pool of water and Himalayas all around. 
Bangalore, 19. UB City Mall ,4.3, 0 km  from city center ," Located in the CBD (Central Business District) in Bangalore, this luxury mall is the one-stop destination for all your high-end brand needs. It is home to all the luxury beauty, shoes, jewellery, bags and fashion brands from all around the globe. "
Bangalore, 20. Night Shopping at MG Road ,4.5, 2 km  from city center ," MG Road is one of the most popular shopping and entertainment hubs in Bangalore. It runs from Trinity Circle to Anil Kumble Circle. Items such as traditional handicrafts, silk, sarees and cutlery and bone china are available here. MG Road is also popular for pubs and nightclubs. "
Bangalore, 21. St. Mary's Basilica ,3.7, 2 km  from city center ," St. Mary's Basilica is the oldest church in Bangalore and is the only church in the state that has been elevated to the status of a minor basilica. It is famous for the festivities it holds during the St. Mary's Feast, in September each year. "
Bangalore, 22. Chunchi Falls ,3.7, 71 km  from city center ," Chunchi Falls is a 50-ft high waterfall fed by the river Arkavati. It is a popular day trip from Bangalore, perfect for a family picnic. There is a watchtower on the way to falls offering a stunning view. Swimming is prohibited in the falls. "
Bangalore," 23. Fun World, Bangalore ",, 4 km  from city center ," Fun World Amusement Park is one of the most popular amusement parks in Bangalore. It houses various rides, roller coaster, Ferris wheel, bumper cars and a food court. "
Bangalore, 24. HAL Aerospace Museum ,3.7, 10 km  from city center ," HAL Aerospace Museum is India's first aerospace museum. It houses a display of various aircraft and helicopters, Aircraft engine models, Flight simulators, a mock Air Traffic Control Tower and exhibits of Indian aviation history.  "
Bangalore, 25. Go-Karting ,3.7, 17 km  from city center ," Go-karting is the most breathtaking activities available at many places in Bangalore, which can be enjoyed with family and friends.   "
Bangalore, 26. Muthyala Maduvu (Pearl Valley) ,, 33 km  from city center ," Muthyala Maduvu, popularly known as Pearl Valley, is a picnic spot and day trip from Bangalore. The main attraction here is a waterfall. It is also popular for trekking. "
Bangalore, 27. Bangalore Aquarium ,3.7, 1 km  from city center ," Located in Cubbon Park, the Bangalore Aquarium is the most famous and largest aquarium in Bangalore and the second-largest in India. It offers on display a variety of ornamental and exotic cultivable fishes including Siamese Fighters, Catla, Freshwater Prawns, Goldfish, Red Tail Shark and many others.  "
Bangalore, 28. Bull Temple ,3.8, 4 km  from city center ," This temple is one of the oldest in Bengaluru, and is dedicated to Nandi, the bull who is the wagon of Lord Shiva. "
Bangalore, 29. Sankey Tank ,3.0, 5 km  from city center ," Sankey Tank is a manmade lake, spread across an area of 37.5 acres near Vyalikaval, Malleshwaram and Sadashivanagar. The Maurya Sankey Boat Club offers guests a wide variety of boat rides, for example, rowboats, pedal boats and motorboats.  "
Bangalore, 30. Devanahalli Fort ,3.0, 33 km  from city center ," Known for its historical significance and archaeological brilliance, Devanahalli Fort is located 35 kms north of the city of Bangalore. Lately in ruins, the fort once was the birthplace and residence of the great warrior Tipu Sultan.  "
Bangalore, 31. Maha Bodhi Society Temple ,3.2, 2 km  from city center ," A recent addition to the temples of Bengaluru, this one houses a library with a sprawling collection of texts and books on Buddhism and is constantly the hub of a number of spiritual retreats and lectures. "
Bangalore, 32. Cycling in the Outskirts ,3.2, 3 km  from city center ," Outskirts of Bengaluru are a cyclist's delight. One can rent a cycle from the multiple cycle groups available here such as Namma Cycle, Bums on the saddle, Bike Zone etc. "
Bangalore, 33. Ragigudda Anjaneya Temple ,3.0, 6 km  from city center ," Ragigudda Sri Prasanna Anjaneya Temple is dedicated to the Hindu God- Hanuman. It also houses a Shivalinga and beautiful shrines of Ram, Sita and Lakshman. "
Bangalore, 34. Venkatappa Art Gallery ,3.0, 0 km  from city center ," Located in the premises of Karnataka Government Museum, Venkatappa Art Gallery situated on Kasturba Road, Cubbon Park flaunts over 600 paintings. Named after the most famous artist of Bangalore city - K. Venkatappa, the gallery houses resplendent works of other renowned artists as well. "
Bangalore, 35. Halasuru Someshwara Temple ,3.0, 3 km  from city center ," Located in the suburbs of Halasuru (Ulsoor) in Bangalore, Halasuru Someshwara Temple is dedicated to the Hindu deity Shiva. Built in around the 12th and the 13th centuries by the Hoysalas, the temple is now managed and maintained by the Endowment Department of the Karnataka government.  "
Bangalore, 36. Snow City  ,, 4 km  from city center ," Snow City is a unique, one of a kind amusement located in JC Nagar in Bangalore. Covered in artificial snow and generously sprinkled with snow animal sculptures, toys and igloos, the theme park is a popular destination for the city folks especially the kids. Besides, the park also has a plethora of swings and slide for the children and a gorgeous snow castle. "
Bangalore, 37. Find Peace under the Big Banyan Tree ,3.0, 23 km  from city center ," The Big Banyan Tree or locally called as the Dodda Alada Mara is a 400 year old banyan tree in the village of Kethohalli near Bangalore. Sprawling over a vast 3 acres of land, the tree is one of the largest of its kind.  "
Bangalore, 38. Indian Music Experience ,4.0, 9 km  from city center ," Spread across 50,000 square feet, the Indian Music Experience in Bengaluru is the first interactive music museum of the nation that is most innovatively disrupting the conventional notion of museums among visitors. The Museum exhibits everything about Indian music under a single roof, right from classical to folk, regional and Bollywood. "
Bangalore, 39. Indira Gandhi Musical Fountain Park ,3.0, 2 km  from city center ," Created in 1995 by B. N. A. Technology Consulting Limited, Hong Kong, Indira Gandhi Musical Fountain is probably the most technically advanced and one of the biggest artificially created fountains in India. Located on T. Chowdaiah Road, the enthralling fountain has been based on multimedia technology, MIDI interfaces and hardware architecture. "
Bangalore, 40. Siddara Betta ,, 82 km  from city center ," Siddara Betta is a popular tourist attraction in the Tumkur district of Karnataka immersed in rocky boulders, temples and caves with an elevation of 1700 feet. The hillock is popular amongst trekkers and spiritual seekers alike, with one of the main attractions of the hill being the Lord Shiva temple enclosed in a cave that sees a fair number of devotees throughout the year.  "
Bangalore, 41. Go Quad Biking ,, 45 km  from city center ," Quad Biking in Bangalore can be experienced either near Kanakpura Road or near Nandi Hills with the help of a company Dirt Mania. These Quad Bike Rides can cost somewhere from INR 500 to 5000 depending upon the Track, Trail and the length.  "
Bangalore, 42. Bilikal Rangaswamy Betta ,, 47 km  from city center , Bilikal Rangaswamy Betta is almost 16 kilometres from the town of Kanakapura is a great trekking destination for a day trek. It is one of the highest hills in the neighbouring area and also houses a temple devoted to Lord Rangaswamy that is constructed under a large white granite monolith. 
Bangalore, 43. Avalabetta ,, 68 km  from city center ," Avalabetta often called as “Nandi Hills without the crowd” is a perfect place to relish the same scenic beauty as the Nandi Hills but without the commotion. Standing on the top of the hill, you can witness the magical view of lush green trees and variegated rocky terrain which is spread out profusely.   "
Bangalore, 44. Manchanabele Dam ,, 30 km  from city center , Manchanabele Dam is built on the water of the tranquil Arkavati River. It is replete with cool and clear water and is also surrounded by lush green trees in small hills. The panoramic views of the sky and the earth can be best observed during sunrise or sunset. 
Bangalore, 45. Skandagiri ,, 51 km  from city center ," If you thought that trekking is an activity only to be done in the morning, you are certainly wrong. Skandagiri, a hilltown near Bangalore, gives you the opportunity to trek and explore the hills in the night while the moon is casting its light. Skandagiri, also known as Kalavara Durga or Kalavara Betta is at an elevation of 1450 meters surrounded by the Nandi Hills. The hill has a ruined fort on the way which makes the night trek even more interesting by adding the element of horror. And the best part is that you can spend the night at the hilltop under the star. Not to forget the bonfire that is especially lit for the trekkers to sit around and enjoy the warmth.  "
Bangalore, 46. Bananthimari Betta ,, 51 km  from city center ," Located at a distance of 3 kms from the town of Kanakapura near Bangalore, Bananthimari Betta is a twin hillock surrounded by lush green fields with patches of flowers and rocky surface in turns. The beautiful valley in between is laden with an emerald velvetine grass cover and through it flows the most quaint and beautiful stream ever.  "
Bangalore, 47. Doddamakali ,, 84 km  from city center ," Situated at a distance of about 132 kms from the city of Bangalore on 6 kms from Bheemeshwari Fishing Camp, Doddamakali is a living example of pristine rustic charm and idyllic sylvan setting. The place makes for an ideal weekend getaway away from the hustle bustle and chaos of the city amidst natural surroundings and euphoric atmosphere.  "
Bangalore, 48. Devarayanadurga ,, 61 km  from city center ," Devarayanadurga or DD Hills which translates to “the fort of God” is a tranquil hill station located near Tumkur district in the state of Karnataka. Situated at an elevation of 4000 ft, Devarayanadurga is a perfect weekend getaway from Bangalore to live among the trees and visit the beautifully crafted temples. "
Bangalore, 49. Kanakapura ,, 51 km  from city center , In the state of Karnataka a beautiful city is nestled amongst trees and rivers which is great for a weekend getaway. Kanakapura is rich in heritage and culture. This place is a hidden gem bountiful in greenery and waterfalls. A few days in this wonderful and picturesque place will leave you rejuvenate. 
Bangalore, 50. Ranga Shankara ,, 7 km  from city center ," If you’re the kind who prefers watching live performances over a drama, then this is the place for you. Situated in JP Nagar, this is one of the places to visit in Bangalore with friends where the theatre lovers head to catch up on some drama from across the globe. So, book those tickets and go enjoy a beautiful and affordable evening and get one of the best Bangalore experiences. "
Bangalore," 51. Smaaash, Bangalore ",, 3 km  from city center ," If you've not yet visited Smaaash, you've been missing on a lot of fun. Smaaash is gigantic gaming and activity arena. Kids, adults, everyone will fall in love with this place the moment they step in. You can put your bowling skills to use, get lost in the world of VR Games, hop on the go-karts, shoot some hoops in arcade games, and what not. You can also unwind and grab a beer or two with your buddies. Tip: The prices here are towards the costlier side. Make sure to plan accordingly not to burn a hole in your pocket. "
Bangalore, 52. Bangalore Turf Club ,, 2 km  from city center ," Here is something different that you can try out while you’re in the city! Head to the Club on Race Course road to watch the horses race away and maybe even place a bet or two if you’re feeling lucky. This is the ultimate high society event where you can get a peek into their posh lives. Make sure you study the race schedule so that you can socialize and cheer for the right ponies.

 "
