City,Place,Ratings,Distance,Place_desc
Ahmedabad, 15. Law Garden Night Market ,3.2, 2 km  from city center , One of the most famous gardens of Ahmedabad the Law Garden becomes a favorite place for shopaholics with vendors and shopkeepers bustling on the scene. 
Ahmedabad, 16. Sidi Saiyyed Mosque ,4.2, 2 km  from city center ," Built by Sidi Saeed or Sidi Saiyyed in 1573, as the name suggests, the Sidi Saiyyed Mosque, is one of the most famous mosques of Ahmedabad. The mosque is said to be built in the last year of the existence of the Sultanate of Gujarat. The intricately carved lattice stone window, in front of the mosque is known as the Sidi Saiyyed Jali, the unofficial symbol of city of Ahmedabad.  "
Ahmedabad, 17. City Shopping ,3.3, 2 km  from city center ," Even though pretty much everything is available in this city, Ahmedabad is especially famous for its textile industry. Hence, all kinds of fabrics are available here. "
Ahmedabad, 18. Calico Textile Museum ,3.2, 3 km  from city center ," One of the foremost textile museums and a celebrated institute in Indian textiles around the world, Calico Textile Museum is famous for its remarkable collection of fabrics. "
Ahmedabad, 19. Sardar Vallabhai Patel National Museum ,, 4 km  from city center ," Situated in the premises of Moti Shahi Mahal at Shahibaug in Ahmedabad, Sardar Vallabhai Patel National Museum is a museum and a memorial dedicated to the 1st Deputy Prime Minister of India - Sardar Vallabhai Patel. The museum has exhibitions in English, Hindi and Gujarati. "
Ahmedabad, 20. Jhulta Minar ,3.7, 4 km  from city center ," Located in Ahmedabad, Jhuta Minar is one of the most intriguing architectural wonders that the world has ever seen. They are still an unsolvable mystery. What makes the minarets unique is if one of the minarets is shaken then the other minaret shakes within a few seconds, while the connecting passage doesn't transmit any movements or vibrations. Many architects and historians have tried to understand the physics and logic behind the unrelated movements of the minarets. It is these movements that have led to its name, Jhulta Minar which translates to swinging minaret. "
Ahmedabad, 21. Vaishnodevi Temple ,3.2, 11 km  from city center ," Located on Sarkhej-Gandhinagar highway Road, Vaishnodevi Temple in Ahmedabad is a true replica of the famous temple in Jammu-Kashmir. "
Ahmedabad, 22. Kamala Nehru Zoo ,3.2, 5 km  from city center ," Popularly known as Kankaria Zoo, Kamala Nehru Zoo is located at Kankaria, Ahmedabad. By the majestic banks of the tranquil Kankaria Lake, this zoo has been the abode of different animals, reptiles, birds and mammals belonging to different species. "
Ahmedabad, 23. Alpha One Mall ,3.6, 7 km  from city center ," One of the largest multiplexes in Ahmedabad, Alpha One mall houses three anchor stores, a food-court and a movie hall. "
Ahmedabad, 24. Lal Darwaza ,3.2, 3 km  from city center ," With lots of hawkers selling various items from clothes to electronics items, Lal Darwaza is crowded yet one of the most famous markets of Ahmedabad. "
Ahmedabad, 25. ISKCON Temple ,3.7, 6 km  from city center ," Located close to the Gujarat Samachar Press, The ISKCON Temple in Ahmadabad is the best place to experience spirituality and mental bliss. Also referred to as the 'Hare Krishna Temple', the temple with its calm and peaceful atmosphere offers the perfect spot for meditation. "
Ahmedabad, 26. Banascraft ,3.1, 0 km  from city center ," One of the most famous boutiques of Ahmedabad, Banascraft offers a great variety of handmade items. "
Ahmedabad, 27. Law Garden ,3.7, 2 km  from city center ," Law Garden in Ahmedabad is one of the most popular parks which is also a usual venue of cultural activities like Music concerts, dance festivals and the like. "
Ahmedabad, 28. Kapasi Handicraft Emporium ,3.2, 1 km  from city center ," While Handicrafts from Gujarat are exported to far off places all across the world, you can buy it all from Kapasi Handicraft Emporium. "
Ahmedabad, 29. Lalbhai Dalpatbhai Museum ,3.7, 2 km  from city center ," The Lalbhai Dalpatbhai Museum (also known as L. D. Museum) is museum of Indian Sculptures, Bronzes, Manuscripts Paintings, Drawings, Miniature Paintings, Wood works, Bead works and coins. (br) The Lalbhai Dalpatbhai Museum of the Lalbhai Dalpatbhai Bharatiya Sanskriti Vidyamandir is located in the premises of the L.D. Institute of Indology, Ahmedabad. It is situated on a sprawling campus in the western part of the city in an area dotted with educational and research institutes, and in the vicinity of Gujarat University. It is about 7 kilometers from the Railway Station and 12 kilometers from the Airport, therefore, it is easily accessible from any part of the Ahmedabad city. "
Ahmedabad, 30. Tomb of Ahmed Shah and Ahmed Shah's Mosque. ,3.2, 4 km  from city center , Tomb of Sultan Ahmed Shah who was the founder of the city of Ahmedabad. This tomb also has the cenotaphs of Ahmed Shah's son and grandson. Women are not allowed in the central chamber. 
Ahmedabad, 31. R3 The Mall ,3.2, 3 km  from city center ," One of the most popular shopping malls and leisure destinations in the city, this mall houses about 200 shops, numerous food courts and a 4-screen multiplexes. "
Ahmedabad, 32. Radhe Shopping Mall ,3.0, 11 km  from city center , Enjoy shopping at Radhe Shopping Mall for a great experience and a variety of brands to choose from. 
Ahmedabad, 33. Dada Bhagwan temple ,, 15 km  from city center ," Dada Bhagwan Temple (also known as Adalaj Trimandir) is a trimandir situated in the village of Adalaj on the Ahmedabad-Kalol highway, 20 kms from Ahmedabad. Built by Dada Bhagwan Foundation, the trimandir brings forth a unique religious concept where statues of all religious deities are placed on a common platform. "
Ahmedabad, 34. Gujarat Science City ,, 9 km  from city center ," Located on the Science City Road in Ahmedabad, Gujarat Science City is a remarkable initiative taken up by the Government of Gujarat to spread general awareness and a scientific temperament especially among the youth of the country. Spread over 107 hectares of land, the centre also holds frequent talk shows and workshops for students and science enthusiasts. "
Ahmedabad, 35. Shree Camp Hanuman Mandir ,, 5 km  from city center ," Situated in Shahibaug in Ahmedabad, Shree Camp Hanuman Mandir is one of the largest Hanuman temples in India. Believed to have been established by Pandit Gajanan Prasad at least a 100 years ago, the temple is still managed by the descendents of the Pandit family. Tuesdays and Saturdays are the most auspicious days of the week for the devotees. "
Ahmedabad, 36. Parimal Garden ,, 2 km  from city center ," Located on the Parimal Cross Road in Ambavadi, Parimal Garden is a beautiful well-maintained garden in the heart of Ahmedabad. Replete with swings and dotted with stone benches, the park is popular among both adults and kids alike. Mostly used for morning and evening walks, the garden also has routine laughing clubs for the elderly. "
Ahmedabad, 37. Lothal ,, 66 km  from city center ," If you are a history buff and ever so curious to peek into the lives of the older generations, you really need to visit Lothal because this is a place that ties the past and present together. Located at a distance of around 85 kms from the city of Ahmedabad, on the banks of the ancient mythical river Saraswati (which has now dried up), Lothal is a popular Indus Valley Site and a 4500 years old city discovered in 1954.  Even though the place is not as thriving as it once used to be, the magic of the ruins are enough to tell you the colourful tales about the lives of the people who were inhabitants of this place. This place is full of surprises and holds a great deal of historical significance. Lothal was not only amongst one of the early successful civilization but was also a hub of industrialisation adjoining different nations. Due to its fascinating excavations and dramatic discovery, Lothal is popular among geologists, historians and archaeologists. "
Ahmedabad, 38. Sarkhej Roza ,, 8 km  from city center ," Situated in the village of Makarba, 7 kms from Ahmedabad, Sarkhej Roza is a mosque and tomb complex. Bosting of absolutely striking early Islamic architectural finesse with spacious corridors and pillared domes, and surrounded by a mesmerising water tank, the tomb houses the grave of Ahmad Khattu Ganj Baksh (the former resident of the place). "
Ahmedabad, 39. Nehru Bridge ,, 2 km  from city center ," Nehru Bridge is a massive bridge built over the river Sabarmati in Ahmedabad connecting the Real Old City (Kot Vistar) with West Ahmedabad. Open to public use in 1962, the bridge is dedicated to Indiaês first Prime Minister Pandit Jawaharlal Nehru. The bridge is considered one of the most scenic places in the city. "
Ahmedabad, 40. Vastrapur Lake ,, 4 km  from city center ," Situated in Western Ahmedabad, Vastrapur Lake is an ancient lake which was renovated and prettified in 2002. A huge statue of Narsinh Mehta (a famous poet-saint of Gujarat), was installed here and the lake was named after him as the Bhakt Kavi Narasinh Mehta Sarovar. It boasts of an open-air theatre which is used for organising several cultural events of the city.  "
Ahmedabad, 41. Kite Museum ,, 3 km  from city center ," Housed in the premises of Sanskar Kendra in Paldi, Ahmedabad, Kite Museum was conceptualised and created by Bhanubhai Shah. Designed by the renowned architect Le Corbusier in 1954, the museum is an elaborate display of about 125 uniquely carved kites including mirror embroidered kites, block print kites and Japanese kites such as Rokuku.  "
Ahmedabad, 42. Vechaar Utensils Museum ,, 6 km  from city center ," VECHAAR (Vishalla Environmental Centre for Heritage of Art, Architecture and Research) Utensils Museum was conceptualised by the famous architect- Mr. Surender C and was built in 1981 in the vicinity of Vishalla Village Restaurant in Ahmedabad. The museum is an elaborate collection of utensils ranging from hundreds of years back to the current times. "
Ahmedabad, 43. Sanskar Kendra ,, 3 km  from city center ," Established in 1956, Sanskar Kendra is the city museum located in Paldi in Ahmedabad. The museum is a collection of exhibits depicting art, culture, history, and architecture of the city of Ahmedabad. It also boasts of housing the longest incense stick in the world. Another section in the same museum is devoted to the unique Kite Museum called the Patang Kite Museum. "
Ahmedabad, 44. Vadla ,, 282 km  from city center ," Vadla is an up and coming haven for migratory birds making their way to the marshy wetlands of Gujarat, just a short drive away from Ahmedabad.
Vadla still remains relatively unknown and undiscovered in comparison to the Nal Sarovar Bird Sanctuary and is a hidden gem only known to the locals.  "
Ahmedabad, 45. Ahmedabad One ,, 4 km  from city center ," Ahmedabad One is the largest mall in the city, situated at Vastrapur in Ahmedabad. Opened for public in 2011, the mall was initially called Alpha One. "
Ahmedabad, 46. Victoria Garden ,, 2 km  from city center ," Victoria Garden is situated in the south of Ahmedabad near Bhadra Fort. The garden spells beauty and charm with its well-maintained lawns, pretty flower beds, rejuvenation trees and spacious play areas. The garden also has a life like statue of Queen Victoria installed in the heart of it. "
Ahmedabad, 47. Dhanvantari Garden ,, 4 km  from city center ," Dhanvantari Garden is another one of the pretty gardens in Ahmedabad situated in the Dungarshinagar, Paldi. The garden boasts of plenteous greenery and umpteen benches where you can go and relax. Besides the spacious tracks for jogging and walking, the park is flocked by local kids in the evening who come to enjoy outdoor games and activities. "
Ahmedabad, 48. AUDA Garden ,, 5 km  from city center ," Situated in Bodakdev in Ahmedabad, AUDA Garden boasts of vast stretches of well-maintained green lawns, tall towering shady trees and a peaceful ambiance. The garden has patches of lovely flower beds lighting up the space with vibrant colourful flowers. It is a perfect place to escape the chaos of the city to relax and rewind amidst natural surroundings. "
Ahmedabad, 49. Usmanpura Garden ,, 1 km  from city center ," Usmanpura Garden is situated in Shanti Nagar, Usmanpura suburb of Ahmedabad in Gujarat. The garden is nothing but sheer delight to spend an evening in summer or to celebrate a sun soaked day picnic in winters. With littered trees, small water tanks, fountains, jogging tracks and play spaces, the garden is a common favourite among kids and adults. "
Ahmedabad, 50. Gotila Garden-Talav ,, 7 km  from city center ," Gotila Garden-Talav is a vibrant green garden situated in Sindhubhavan Road, Thaltej in Ahmedabad. Blessed with vibrant flowers, beautifyl water sprinklers, quaint benches and shady trees, the garden is a haven for city dwellers as well as birds. People also come here to look at the numerous birds that flock the place at early morning or late evening. "
Ahmedabad, 51. Bansidhar Garden ,, 5 km  from city center ," Bansidhar is another one of the beautiful gardens situated in the heart of the city. With an array of green trees and plenty of spaces, the garden is ideal for both relaxing or for games and activity. People mostly visit it for their routine walks. In the evenings, you will find several parents flock the garden with their kids owing to the presence of a plethora of swings and rides. "
Ahmedabad, 52. One Tree Hill Garden ,, 5 km  from city center ," One Tree Hill Garden located in Kankaria in Ahmedabad is synonymous with beauty. Boasting of a charming lake, charming gateways, well-maintained lawns, orderly flower beds and charming fountains, the garden also has the ruins of an ancient structure as a decor to its ambiance. It is one of the most visited and finest gardens in the city. "
