City,Place,Ratings,Distance,Place_desc
Kolkata, 31. South Park Street Cemetery ,, 3 km  from city center ," South Park Street Cemetery is an 18th-century non-church cemetery, one of the earliest in the world. It is one of the largest burial grounds and a heritage site in Kolkata and maintained by the Archaeological Survey of India. Most of the tombs in the South Park Street Cemetery are aesthetically beautiful and very attractive. "
Kolkata, 32. Strolling in Sonajhuri Forest ,, 143 km  from city center ," Away from the mell pell of the city lies a hidden gem in the state of West Bengal. Considered to be one of the most clean forests in India, Sonajhuri Forest is a great retreat to be close to nature. The Sonajhuri Forest is replete with lush green trees that has blooming flowers. This place is picturesque with quite a number of mesmerizing places to see and explore.  "
Kolkata, 33. St John's Church ,, 2 km  from city center , St John's Church is one of the oldest churches in Kolkata that was built during the reign of the British Kingdom when the city was the capital of British India. It is a splendidly well-maintained structure that draws history and architecture buffs for its uniqueness and ancient features.  
Kolkata, 34. Barrackpore ,, 22 km  from city center ," Barrackpore was the first place where Britishers set up their cantonment and later spread their rules in India. This place is of great historical significance as it was also the first place where the spark to attain I from Britishers was lit. Not to stop at that, this place is also home to some of the most mesmerizing and green parks which are perfect to spend some time lazing around? and relaxing.  "
Kolkata, 35. Jhargram ,, 141 km  from city center ," Jhargram is small city located in the state of West Bengal with a rich historical and cultural background. Surrounded by dense forests this place is mystical. A perfect place to spend few days in the lap of nature surrounded by friendly tribal population, you are bound to be mesmerized not only by its picturesque beauty but by the gregarious people who inhabit this place.  "
Kolkata, 36. Baabur Haat ,, 8 km  from city center ," Dominated by natural fishing lakes or bheris, responsible for producing some of the tastiest fish in West Bengal, Babur Haat is a nature paradise. Fishing is one of the more popular activities here. You can also go on a short picnic trip to the nearby local village grounds. "
Kolkata, 37. Kamarpukur ,, 81 km  from city center ," A cluster of small villages, Kamarpukur is nestled between Vishnupur and Tarakeshwar. Birthplace of a pious and sagacious saint, Sri Ramkrishna Paramhansa, this village is perfect getaway from the pell-mell of the cities. In this village you will be able to enjoy the pleasures of simple rural life. "
Kolkata, 38. Picnic in Deulti	 ,, 48 km  from city center ," Situated on the bank of river Roopnarayan, Deulti provides for an ideal picnic spot. If you are a bird lover, keep an eye (read ear) for the chirps of different birds, while you take a walk on the clay paths of the villages.  "
Kolkata, 39. Hooghly Riverfront ,, 60 km  from city center ," The very picturesque Hooghly Riverfront is situated along two banks of River Hooghly in West Bengal- Kolkata in the East and Howrah on the West. The mighty river offers mesmerising sunrise and sunset views. After the beautification of the East promenade in 2011, the spot has become a major tourist attraction.  "
Kolkata, 40. Maidan ,, 3 km  from city center ," Also known as the Brigade Parade Ground, Maidan is the largest urban park in Kolkata. The humongous stretch of land includes the famous Eden Gardens, several football stadiums and the Race Course Kolkata. "
Kolkata, 41. Central Park ,, 5 km  from city center ," Also known as Banabitan, Central Park is the second largest urban park after Maidan, situated in Bidhannagar, Kolkata. Built around an expansive lake, the park also has a rose garden. Another attraction is its beautiful butterfly garden. "
Kolkata, 42. Millenium Park ,, 2 km  from city center ," Spread over an area of 2.5 kms on the banks of River Hooghly in Kolkata, Millenium Park is a privately owned park situated on the Strand Road. The park has beautiful landscaped gardens and numerous slides and swings for kids. "
Kolkata, 43. Deshapriya Park ,, 6 km  from city center ," Deshapriya Park is situated in the Kalighat area of South Kolkata and is used for playing outdoor games like cricket, football etc., both by amateur and professional players. In addition to that, Durga Puja is celebrated on a large scale where several pandals are set up in the premises for the celebrations.  "
Kolkata, 44. Safari Park ,, 7 km  from city center ," Situated near Gariahat Golpark, Safari Park is one of the relatively smaller parks in Kolkata. The park also has a lake on the outskirts that is ideal for early morning walks and evening strolls. A smaller area on the side is also used as a cricket coaching for young kids. The park is buzzing with activity at all times of the day. "
Kolkata, 45. Mohor Kunja ,, 4 km  from city center ," Also known as Citizen's Park, Mohor Kunja is an urban park in Kolkata situated in the premises of Maidan. The highlight of the park are the several musical fountain concerts held in it. It also has well-paved walkways for evening and morning walks and an amphitheater to hold cultural events. "
Kolkata, 46. Elliot Park ,, 3 km  from city center ," Inaugurated in 2004, Elliot Park is one of the relatively newer parks to have been developed in the city. The park has a joggers' stretch of 1.5 km besides the lush green vegetation, swings for children and water fountains. "
Kolkata, 47. Gitanjali Sports Complex ,, 7 km  from city center ," Located at Kasba in Kolkata, Gitanjali Sports Complex is the newly established stadium in the city. Running for a length of 57.5 metres, the stadium has a massive seating space for 4000 people. Besides, it has a separate area for indoor games and a gymnasium. "
Kolkata, 48. Kishore Bharati Krirangan ,, 9 km  from city center ," Kishore Bharati Kirangan is a multi purpose stadium situated in the south Kolkata neighbourhood of Santoshpur. With a seating capacity of 12000 people, the stadium is mostly used for football and sometimes other sports as well.  "
Kolkata, 49. Salt Lake Stadium ,, 5 km  from city center ," Known as Vivekananda Yuva Bharati Krirangan, Salt Lake Stadium is an international multi-purpose stadium in Bidhannagar, Kolkata. The stadium takes pride in being the largest stadium of the country, it can accommodate upto 1,20,000 people.  "
Kolkata, 50. Rabindra Sarobar Stadium ,, 7 km  from city center ," Rabindra Sarobar Stadium is situated in the centre of the city of Kolkata in Rabindra Sarovar. Believed to be the oldest stadiums of the city, the stadium has a seating capacity of 20,000 people and host some of the important football matches. "
Kolkata, 51. Mohunbagan Stadium ,, 0 km  from city center , Mohunbagan Stadium is the oldest and the first stadium in the country. It is also the place of inception of the very famous Mohunbagan Club. The stadium is considered the best in Kolkata as its emerald green grass cover is imported from Brazil. 
Kolkata, 52. Netaji Indoor Stadium ,, 2 km  from city center ," Officially named as Netaji Subhash Chandra Bose Indoor Stadium, Netaji Indoor Stadium is a multi-purpose indoors stadium in Babughat, Kolkata, opposite the Eden Gardens. The fully air-conditioned stadium is used to host various domestic and international events. "
