City,Place,Ratings,Distance,Place_desc
Pune, 25. Vishram Bagh Waada ,3.2, 1 km  from city center ," Known for its beautiful wooden facades, Vishrambaug Wada is a three storeyed magnificent mansion built in 1811 by Peshwa Bajirao the Second. It boasts of finely carved teak pillars, cypress shaped columns, decorated ceilings, teak wood gallery and stone floors. "
Pune, 26. Raj Dinakar Kelkar museum ,3.2, 1 km  from city center ," The museum is built in Rajasthani style and is a worth a visit, while in the city. It adorns artifacts from D.G. Kelkar and other paintings of Lord Ganesha & some fine specimens of ancient pottery and paintings. "
Pune, 27. Rasalgad ,3.5, 91 km  from city center , Rasalgad is a fort that will reintroduce to the lost charms and intrigues of an era long forgotten. 
Pune, 28. Khadakwasla Dam ,, 13 km  from city center ," Khadakwasla Dam is a famous tourist in Pune. The dam forms a reservoir, called Khadakwasla Lake which offers a quick and pleasant getaway too. Its proximity to Pune City and the scenic surroundings make Khadakwasla Dam a preferred picnic spot.
 "
Pune, 29. Joshi's Museum of Miniature Railways ,, 4 km  from city center ," Situated in the Erandwane suburb of Pune, Joshi's Museum of Miniature Railways is a unique museum hosting an array of miniature trains, trams, steam engines, flyovers etc. The museum has various well- designed intricate layouts of cities replete with buildings and lights, roads and train tracks. The functioning is controlled by an amusing light and sound track. "
Pune, 30. Baner Pashan Biodiversity Park ,, 8 km  from city center , Baner Pashan Biodiversity Park is the 200 hectare park built to protect the biodiversity around two suburbs of Pune- Baner and Pashan. The park also spreads to the gorgeous looking Baner hill and is a top tourist spot of the city.  
Pune, 31. St. Mary's Church ,3.7, 3 km  from city center , St. Mary's Church is one of the oldest churches in Pune. It has a mixture of British as well as Indian architectural style in addition to the Gothic architecture. 
Pune, 32. Panshet Dam ,, 30 km  from city center ," Panshet Dam is one of the most popular and picturesque getaway from Pune. Also known as Tanajisagar Dam, it is built on the Ambi River. Enveloped in lush greenery and dotted by enchanting waterfalls, it offers a variety of fun activities and water adventure sports. "
Pune, 33. Saras Baug ,, 2 km  from city center ," Saras Baug is considered to be one of the most pretty parks in the city of Pune. The charming garden was build atop the ground of a dried up lake. Boasting of blooming flowers and lush greenery all around, the park also has a tiny pond full of lotus flowers. "
Pune, 34. Style Shopping in Fashion Street ,, 2 km  from city center ," Fashion Street in Pune will give you a wardrobe makeover at the budget price. Similar to the one in Bombay, these crowded narrow lanes houses around 450 stalls to cater all accessories at budget-friendly, convenient and affordable rates. "
Pune, 35. David Synagogue ,3.2, 2 km  from city center , The synagogue was build by David Sasoon. Its a marvelous piece of architectural work and includes a prayer hall for ladies. Many foreigners visit this place for its religious & architectural marvel. 
Pune, 36. Chaturshringi Temple ,, 4 km  from city center ," One of the revered temples, the Chaturshringi Mandir should be on your list of places to visit when you’re in Pune.It is dedicated to Mahakali and Shri Chaturshringi. The main temple also includes idols of Goddess Durga, Ashtavinayaka and Ganesha.  "
Pune, 37. Sarasbaug Ganpati Temple ,, 2 km  from city center ," Sarasbaug Ganapati Temple is a shrine for Siddhi Vinakayak Ganesh. Located at the foot of Parvati Hills, the lake around the temple is said to be the venue of secret meetings held by the Peshwas during boat rides. "
Pune, 38. Empress Garden ,, 4 km  from city center ," The Empress Botanical Garden is named after Queen Victoria back when she held the sceptre. Once a favourite among the British officials and thus also named Soldier's Garden, the place is now a sprawling greenery of 39 acres with hundreds of rare species in trees and flowers.  "
Pune, 39. Taljai Hills ,, 5 km  from city center ," Located in the heart of the city of Pune, Taljai Hills or Taljai Tekadi is one of the most popular trekking and picnic spots that attracts a lot of locals as well as tourist influx. The spot is basically a hilltop that has been named after the temple that is situated at the entrance of the forest leading to the hill. It is presided over by the local deity Taljai. The place is especially popular among avid bird watchers as you can find a lot of peacocks, and other migratory birds. Taljai Hills look extra ravishing and lively during the monsoons when a lot of people come here to visit. "
Pune, 40. Shivneri Fort ,, 76 km  from city center ," Situated near Junnar in Pune, Shivneri Fort can be traced back to the 17th century. The sturdy fortification and the magnanimous structure is home to a grand statue of the Maratha warrior Shivaji. The fort can be reached through a trek up a hilly terrain or through a motorable road. "
Pune, 41. Purandar Trek ,3.5, 30 km  from city center , Purandar is a fort in the Pune district of Maharashtra. Purandar and Vajragad are twin forts. Purandar is the larger of the two and is situated at a  height of 4472 feet from the sea level. The top of the fort presents a very scenic view of its twin fort Vajragad.  
Pune, 42. Hadsar Trek ,3.5, 84 km  from city center , Hadsar is a hill fort in the state of Maharashtra. It is situated at an elevation of 3200 feet from the ground in the district of Pune. Within the fort there are massive tunnel like entrances built in the Mughal style. 
Pune, 43. Shop it Cheap at Hong-Kong Lane ,, 2 km  from city center ," Hong Kong Lane is a famous hub for street shopping in Pune. The area where Hong-Kong Lane is located is close to several colleges and hostels in the city. It, therefore, is thronged by youngsters who want to buy stuff on a small budget. "
Pune, 44. Korigad Trek ,3.5, 51 km  from city center ," Located approximately 20km to the south of Lonavla near the city of Pune, Korigad is one of the hill forts famous among trekkers in Pune. It is estimated that the fort was built in the early 1500s. In fact, the city's first planned township- Aamby Valley is located on the eastern and southern foothills of Korigad.  The fort is so named as it is dedicated to Goddess Koraidevi, whose temple is situated at the peak of the fort. "
Pune, 45. Bhigwan ,, 98 km  from city center ," Also known as “Bharatpur of Maharashtra”, Bhigwan is located near Pune. It is a perfect weekend getaway for bird and animal lovers. This place will let you relax and enjoy some peaceful time away from the hustle bustle of the city. Bhigwan has three wildlife sanctuaries and you will be able to spot a myriad variety of flora and fauna. The beauty of this place is simply mesmerizing. "
Pune, 46. City Shopping ,3.1, 11 km  from city center ," Pune is brimming with shopping options that cover all you interests from fashion, books to electronics and are spread over all ranges of budgets. Popular markets such as the MG Road, Tulsi Baug, Laxmi road, Clover Centre etc to the fanciest of malls are available for your shopping spree. "
Pune, 47. Dehu ,3.7, 24 km  from city center ," Dehu Gatha temple is one of the largest temples and is located near Pune. At the entrance of the temple lies the statue of Sant Tukaram Maharaj. What attracts people the most are the carvings of all Gathas ie legends/storis of Sant Tukaram on the walls of the temple which are very easy to read. It is said that one must read at least 3 Gathas on visiting the temple. The temple is located on Indrayani River's bank. Also, there is a place on the river where these Gathas floats which should not be missed out. "
Pune, 48. Hangout at the Amanora Mall ,, 8 km  from city center ," Amanora Shopping Mall in Pune is the locals' favourite hangout spot for the afternoons, and also a great place to spend an urbane weekend with family. From clothes to accessories to electronics to motorbikes, you will find an extensive variety of both Indian and international brands "
Pune, 49. Chavand Trek ,3.5, 26 km  from city center ," Chavand (or Prasannagad) is a hill fort in the state of Maharashtra. Located at an elevation of about 3500 feet from the ground in the district of Pune, this fortress is a part of the 'famous five'. The other forts which are included under this category are Hadsar, Shivneri, Jivdhan and Naneghat. "
Pune, 50. Rohida Trek ,3.5, 47 km  from city center ," Rohida, or Vichitragad as it is also known, is a Fort nearest to Pune, a destination which is a must on every trekker's to-do list. The windy, beautiful and spectacular fort is located in the Western Ghats near Bhor Village around 61km away from the city of Pune. The fort was built during the Yadava rule and was one of the 23 forts handed over by Marathas to the Mughals in the Treaty of Purandar. The base village of the trek is Bajarwadi, around 7km away from Bhor. Stay and food arrangements can be found at Bajarwadi and Khanapur villages. You can also stay at the top of the fort at Rohidmalla. "
Pune, 51. ISKCON NVCC Temple ,, 8 km  from city center , ISKCON NVCC (New Vedic Cultural Center) is located in the less congested area of Kondhwa near Pune. It is a temple devoted to Lord Krishna and Goddess Radha. The temple has lavish green hills in the background and provides its visitors with a great ambience.  
Pune, 52. Peshwa Udyan ,, 2 km  from city center ," Maintained by Pune Municipal Corporation, Peshwa Udyan is a zoological park in the city which boasts of lush greenery, umpteen trees, variety of shrubs and herbs. Besides, it also facilitates boasting and has a mini toy-train for kids. "
