City,Place,Ratings,Distance,Place_desc
Shimla, 11. Kalibari Temple ,, 1 km  from city center , Kalibari Temple is an ancient place of worship dedicated to Goddess Kali. It was built in 1845 and is considered of immense religious importance for the devotees. The shrine houses a captivating idol of Goddess Kali beautifully adorned with jewellery and colourful flowers.  
Shimla, 12. Narkanda ,, 12 out of 63  places to visit in Shimla ," Surrounded by forests and woodlands, Narkanda is a quaint little town in Shimla district which is popular for skiing in winters. Situated at a height of 9000 feet, this town attracts tourists for its ethereal natural beauty and its beautiful apple orchards. Surrounded by tropical forests and majestic hills, this is one place that tourists to Himachal Pradesh should not miss.  "
Shimla, 13. Naldehra ,3.8, 9 km  from city center ," Naldehra is a small enchanting hill station in Himachal Pradesh, located just around 22 km from Shimla. It is perfect for tourists looking for natural scenic beauty and an offbeat location. Naldehra is famous for its greenery, golf course and plain view of the mountains filled with pine, cedar and deodar trees.  "
Shimla, 14. Himalayan Bird Park ,3.3, 2 km  from city center ," Walk through this park, to browse through a modest, yet colorful and vibrant collection of the Himachal state bird, the Monal Pheasant. "
Shimla, 15. Cafe Simla Times ,, 0 km  from city center ," Famous for its mouth watering wood fired pizzas, gourmet burgers, world cuisine meal platters, sumptuous shakes and fuzzy cocktails, this quaint cafe in Shimla is one of the best place to go to for  meal or a snack or just to hang out in picture perfect ambiance and cozy setting. Boasting of wonderful art and decor, the cafe also offers surreal panoramic vistas outside the windows. "
Shimla, 16. Annadale ,, 2 km  from city center ," Annadale is a famous attraction in Shimla having a splendid Golf Course, a Playground, a Cactus Museum and an Indian Army Museum. All these aspects make Annadale a beautiful attraction for holidaying and rejuvenation purposes. "
Shimla, 17. Himachal State Museum ,3.3, 2 km  from city center ," The Himachal State Museum is located on the Mall Road and has unique collectibles like ancient coins, paintings and other handicraft items, the aesthetics of which are influenced by the Pahari form of art. "
Shimla, 18. Tara Devi Temple ,3.3, 6 km  from city center ," Dedicated to the Goddess of stars, the Tara Devi temple, is located on a mountain peak, with air of spirituality about it. There are a number of legends and tales to the origins of the temple, making it a simple yet subtly fascinating experience. "
Shimla, 19. Scandal point ,3.3, 0 km  from city center ," The Scandal Point is located on the Mall Road. It owes its interesting name to the fact that the King of Patiala abducted the daughter of the Viceroy, because he fell in love with her, from this very place. "
Shimla, 20. Rothney Castle ,, 1 km  from city center , Rothney Castle is a heritage monument located on Jakhoo Hill on a steep slope amidst lush green natural vegetation. The site is a treat to the explorer due to its historical significance and the natural beauty of the location.  
Shimla, 21. Theog ,3.5, 17 km  from city center ," A quiet escape, one of the less crowded attractions of the state, Theog in Himachal Pradesh, warmly wrapped in the arms of the mighty Himalayas, has everything a popular hill station can give you minus the tourist rush.  "
Shimla, 22. Shimla Reserve Forest Sanctuary ,3.3, 7 km  from city center ," Popularly for its rare variety of flora and fauna, this wildlife Sanctuary is a must-visit for all wildlife enthusiast. Animals such as jackals, barking deer, monkeys and leopards are commonly sighted here. "
Shimla, 23. Tattapani ,3.3, 22 km  from city center ," Literally meaning hot water in Hindi, Tattapani is a small village located 51km away from Shimla. This place is famous for hot water springs and the famous Shiva caves. "
Shimla, 24. Skiing in Kufri ,4.3, 9 km  from city center , Kufri tends to be a hub of much activity and enjoyment in winters. Skiing is a popular sport here and the town also hosts a winter sports festival in February. A number of setups here provide both training and facilities for skiing. 
Shimla, 25. Chadwick Falls  ,, 4 km  from city center ," Chadwick Falls is located in the Glen Forests not too far from the bustling city area. Frequently visited by picnickers, this stream of water trickles from a height of about 100 metres. It is not a massive waterfall but is admired for the tranquillity and the hypnotic vibe it creates amidst the dense forest region. "
Shimla, 26. Lakkar Bazar ,3.3, 0 km  from city center ," Shopping in Shimla revolves around the heart of the town- The Mall Road. One can shop for local handicrafts, shawls, woolens, exquisite jewelry etc. here. "
Shimla, 27. Jakhoo Ropeway ,, 27 out of 63  places to visit in Shimla , The vintage British-era architecture coupled with the scenic views of the Himalayan landscape is thoroughly enjoyed by the ropeway cable car from the bottom of the hill to the top.  
Shimla, 28. Gaiety Heritage Cultural Complex ,, 0 km  from city center ," Built in the Victorian or Gothic style of architecture over a century ago, this heritage monument is of immense historical and cultural significance in India. The complex had a theatre, several galleries, offices, bar, ballroom etc.  "
Shimla, 29. Gorton Castle ,, 1 km  from city center ," Gorton Castle is a heritage monument which is over a century old and was built during the Colonial era. Today, the castle is used as the office of the Accountant General of Himachal Pradesh. It is a perfect illustration of the rich history and heritage of India during the colonial era.  "
Shimla, 30. Bantony Castle ,, 0 km  from city center , The Bantony estate is a heritage site built during the British era and is located on Bantony Hill in Shimla. The estate consists of the Bantony Castle and the Bantony Cottage. The estate now comes under the Heritage Zone of Shimla and is included in the Shimla Heritage walk for tourists.  
Shimla, 31. Gurudwara Sahib ,3.3, 0 km  from city center ," This Gurudwara was constructed in the year 1907, at Padhawa hills. It is a small construction but the exquisite details in the interiors of the structure make it a must-visit for devotees and tourists alike. "
Shimla, 32. Pabbar Valley ,, 32 out of 63  places to visit in Shimla ," Pabbar Valley, the enchanting valley of the Pabbar River is located just 80 kilometres away from Shimla. Nature is seen thriving in abundance in this quaint little region of Himachal. The valley is located in the belt famous for the Pabbar River that cuts through the Chanshal Mountain Range, apple orchards, majestic mountains, lush green meadows, dense oak & deodar forests. The valley terrain also is quite an attraction for adventure seekers. The densely covered slopes of the mountains provide for exciting trails waiting to be explored by adventurers that flock every year. The valley, therefore, is not just perfect for sightseeing but is also an excellent spot for nature and adventure lovers. "
Shimla, 33. Horse Riding ,3.3, 0 km  from city center ," Horse riding is a popular and much loved activity in both Shimla and Kufri. In Shimla, Horse Riding Options are generally available at the Ridge. "
Shimla, 34. Kasauli ,, 34 out of 63  places to visit in Shimla ," Located on the way from Chandigarh to Shimla, Kasauli is a hilly cantonment town which makes for an ideal peaceful holiday location, especially for a weekend getaway. Nestled amidst beautiful woody forests of pines (Chir Pine), herbs (Milk Thistle) and cedar trees, Kasauli owes its mystical and serene ambience to the lavish Victorian buildings built by the Britishers who resided here years back.  "
Shimla, 35. Naggar Castle ,3.4, 112 km  from city center ," The Castle in Naggar is a medieval mansion of wood and stone that overlooks the beautiful valley of Kullu. Built-in 1460 A.D, the castle is a unique blend of the Western and Himalayan style of architecture. This property of Raja Sidh Singh was converted into a heritage hotel by the government in 1978.  "
Shimla, 36. Solan ,, 36 out of 63  places to visit in Shimla ," Solan is a more low-key hill station ideal for travellers looking just some time away from city rush. A beautiful city in Himachal Pradesh, Solan has ancient temples and monasteries that attract hundreds of tourists and devotees every year.  "
Shimla, 37. Mashobra ,3.3, 6 km  from city center ," This is a small and relatively less explored town, at a distance of mere 10 km from main Shimla. Tourists come here to relax and unwind in the lap of nature where the richness in flora and fauna is in abundance. "
Shimla, 38. Fagu ,, 12 km  from city center ," Situated at an elevation of 2500 meters, Fagu is a serene snow-clad hamlet, located around 45 minutes drive from Shimla. It is known for its apple plantations, sowing fields and the snow-covered Himalayas in the backdrop. Since it is secluded, Fagu is a honeymooner's heaven. It also popular amongst trekkers and naturalists. "
Shimla, 39. Shoghi ,, 39 out of 63  places to visit in Shimla ," While Shimla is being flooded by tourists every year, a serene, calm and epitome of beauty lies near it, waiting to be discovered. Shoghi, a small hill station just 13 Kms. from Shimla is abundant in natural scenic beauty and a large variety of flora and fauna. "
Shimla, 40. Ice Skating ,, 0 km  from city center ," Ice Skating is a famous sport in the beautiful city of Shimla. The Shimla Ice Skating Rink is well-known because it is a naturally formed rink and is also the largest and the only naturally formed arena found in South Asia. Ice skating is thus a favourite sport for one and all here, especially during winters.  "
Shimla, 41. Wake & Bake ,, 41 out of 63  places to visit in Shimla ," Cafe Wake & Bake is another one of the famous cafes in the tinsel town. With world class coffee, pancakes and bacon, the cafe attracts tourists in large numbers. Boasting of surreal picturesque views outside the window and artsy ones indoors, having a delicious breakfast here is one of the best things to do in Shimla. "
Shimla, 42. Cafe Hide Out ,, 0 km  from city center ," Cafe Hide Out is one other wonderful cafes in Shimla popular for its delicious snacks and even better coffee. Situated on the first floor near The Mall, the place is run by two brothers and offer finger licking food. In addition to that, the food is priced at fairly cheap rates and is a must stop cafe when in Shimla. "
Shimla, 43. Wild Flower Hall Hotel ,3.3, 7 km  from city center ," Originally built as a residence of Lord Kitchener of Khartoum, this building is said to have been a favorite retreat of Lord Ripon. However, the building got burnt in 1993 and a new Wildflower building was built as a hotel there by joint venture between HP government and Oberoi group of Hotels. "
Shimla, 44. Retreat Building ,3.3, 7 km  from city center ," Located in Chharabara, just 10 km from Shimla, this is the official retreat residence for the President of India. It was built in 1850 and was part of the Viceroy of India property. The architectural pattern and the natural beauty of the place have made The Retreat a tourist attraction in Shimla. "
Shimla, 45. Heritage Walk ,, 3 km  from city center , Heritage walk is a guided tour of the Heritage Zone located in Shimla. The heritage walk begins at one end of the city and participants walk to every heritage monument in Shimla. One can choose to hire a guide to get more information and hear exciting stories from the British era.  
Shimla, 46. Bharara Fair ,, 0 km  from city center ," Bharara Fair is held every year in the Village of Bharara held in the honour of Lord Koteshwar, locally known as Devta and is open for people belonging to all caste and creeds. It is an event where everyone comes together to celebrate and seek blessings from the Lord. "
Shimla, 47. Bhoj Fair ,, 0 km  from city center ," Bhoj Fair is celebrated in the Gumman Village in Shimla. It is a three-day event celebrated in the honour of Lord Banshur/ Lord Bansor, Lord Parshuram and Lord Kilbaru. Held in November every year, it is dedicated primarily to the commanding deity or the Kul Devta, Devta Bansor. "
Shimla, 48. Chanshal Pass ,, 78 km  from city center ," Also known by the name of Chanshal Valley, the Chanshal Pass is a refreshingly beautiful destination located in Himachal Pradesh, precisely 160 kilometres in distance from Shimla. Whether you work a tiring desk job or simply want to get away from the pollution and chaos of a metropolitan city, this gorgeous mountain valley is the perfect spot for your weekend getaway. "
Shimla, 49. Lavi Fair ,, 5 km  from city center ," Lavi Fair is a unique event held in Rampur Bushahr which is a municipal council in the district of Shimla. It is celebrated every year from 11th to 14th of November and is attended by small and large-scale merchants and businessmen, but is majorly organised to encourage business amongst the locals and the shepherds.  "
Shimla, 50. Kharapathar ,, 43 km  from city center ," When it comes down to rugged mountainous views, free spirited nature and an overall enchanting and wild trip, the Himalayan village of Khara Pathar takes the cake. The small village may not seem often be chosen in favour of its famous neighbour, Shimla and due to the extremely off track road that leads to Khara Pathar, but the places charm is never dims. Khara Pathar is located at a height of 8770 feet above sea level, making it the highest point on the Shimla route. The staggering height of the village makes the view here a thing of the legends, especially at night when all the scattered houses on the hill are lit up like tiny specks. The cloud piercing height also gives rise to clear cloudless nights which give individuals an absolutely stunning view of the millions of stars, which is a sight as rare as a shooting star in big cities or towns. "
Shimla, 51. Shimla Summer Festival  ,, 51 out of 63  places to visit in Shimla ," The Shimla Summer Festival is a celebration of the bounty of the harvest, and the festivities honour the advent of the summer. Spread out over five days; the festival is a gala of musical performances, cultural attractions, folk performances, local handicraft exhibitions, as well as with quirky activities like fashion shows, dog shows, stalls that sell artisanal ware and serve up local cuisine; it is an event that has something for everybody.  "
Shimla, 52. Hatkoti ,, 54 km  from city center ," The Hatkoti Valley is mainly visited by the locals as a day trip from Shimla and is a popular pilgrimage spot, religious symbol as well as a sanctuary for those wishing to make themselves one with nature. "
