City,Place,Ratings,Distance,Place_desc
Goa, 11. Butterfly Beach ,3.9, 56 km  from city center ," A little to the south of Palolem in Canacona region of Goa lies the Butterfly Beach. This beach, also known as Honeymoon Beach, is one of the most secluded and lesser-known beaches of Goa. The beach is mostly accessible by a boat (ferry) ride from the nearby beaches. "
Goa, 12. Divar Island ,, 9 km  from city center ," Divar Island is a slice of heaven tucked away in dense woods amidst the beauty of nature. Connected to Old Goa only through ferry service, this island is synonymous with natural beauty, serenity and tranquillity. "
Goa, 13. Scuba Diving in Goa ,4.3, 14 km  from city center ," Goa is one of the few places in India offering scuba diving. Diving in Goa is not the best owing to limited underwater visibility, but it is still popular among tourists as it is a good destination for beginners to explore the delights of the underwater world. The absence of strong water current with occasional surges adds serenity to the activity. "
Goa, 14. Go Shopping in Goa ,3.7, 2 km  from city center ," For carrying back an authentic Goan experience with you, you can buy some feni, cashew-nuts, Goan hats and handicrafts. There are lots of shops in Panjim, the capital where you can buy interesting stuff. Goa is also known for its hand-painted ceramics. "
Goa, 15. Explore Dona Paula ,4.4, 5 km  from city center ," Dona Paula is one of the most popular tourist hangouts in Goa famous for its vast stretch of beach. The small beach is also popular as the Lover's Paradise and features a jetty (Dona Paula Jetty) adjacent to it, which provides an ethereal view of the Arabian Sea and Mormugao harbour. "
Goa, 16. Arambol Beach ,4.4, 25 km  from city center ," Beautiful and serene, Arambol Beach is among the best beaches of North Goa and is relatively unexploited by tourist activities. Considered to be one of the most spectacular beaches in Goa, Arambol beach has a distinct Bohemian feel to it, which attracts tourists from all over the world. "
Goa, 17. Vagator Beach ,4.3, 15 km  from city center ," Vagator beach is one of the most beautiful beaches in Goa. It is famous for its soft white sands and imposing but beautiful rocky cliffs. The beach is divided into two major parts, namely Little Vagator, also known as Ozran Beach, and Big Vagator. It is also popular for its sweeping panoramic views, beach shacks and trance parties. "
Goa, 18. Fontainhas and Sao Tome ,, 0 km  from city center , Fontainhas and Sao Tome is a beautiful Latin Quarter located in Panaji on the banks of the Ourem Creek and named after the natural springs nearby. It was laid out on a piece of land acquired by a Goan in the 18th century who had made a fortune in Mozambique. The quarter is now recognised as a heritage site and is famous for its charming Portuguese style houses on the base of the Altinho hills. 
Goa, 19. Church of Our Lady of the Immaculate Conception ,3.7, 0 km  from city center ," Located in Panjim, Our Lady of Immaculate Conception is one of the oldest chapels in Goa. It is known to house the second largest church bells in Goa. The view of the sunset and the church lit up at night is a soothing sight to witness. "
Goa," 20. Party at the Tito's, Calangute ",3.5, 10 km  from city center ," Titos nightclub is one of the top things to do in Goa for most tourists. Located in Calangute, Tito's is one of the most famous nightclubs in Goa. The entire lane in Baga, where the pub is located is popularly called Tito lane.  "
Goa, 21. Brittos ,, 11 km  from city center ," Be it during the season or off-season, you cannot NOT come here if you're in Goa. It is amongst the best shacks in Baga Beach and is just perfect if you're seeking the company of the sea and the sand while you sip on that beer.  "
Goa," 22. Mambos, Calangute ",3.7, 10 km  from city center ," Located in the famous Titos lane, Mambos is a popular nightclub in Goa. The open-air lounge encircles a dancing area with a host of Indian and international DJs playing every night. They also serve a variety of Hookahs. "
Goa," 23. Club LPK - Love Passion Karma, Candolim ",3.7, 5 km  from city center ," Club LPK is one of the most popular nightlife spots in Goa. Surrounded by water on three sides, it was shifted to Nerul from its original location. The nightclub has generally some good DJs playing a mix of house, trance, and Bollywood music. "
Goa, 24. Anjuna Flea Market ,, 12 km  from city center ," Anjuna Flea Market on Wednesday is a treasure trove of trinkets, handicrafts, hippie clothing, souvenirs and everything else from cheap bags to footwear and junk jewellery. Also popular as the queen of hippie flea markets, the Anjuna Flea Market as much a part of the Goa experience as the beaches. "
Goa, 25. Relax at the Palolem beach ,4.4, 58 km  from city center ," Palolem Beach, located in the South Goa is one of the most beautiful beaches of the Union Territory has to offer. Mostly unspoiled, the beach is often flocked with foreign tourists.  "
Goa, 26. Bungee Jumping in Goa ,, 56 km  from city center ," Located near one of the most popular beaches in Goa that is obviously Anjuna Beach, the Gravity Adventure Zone conduct Bungee Jumping from a height of 80 ft and has been installed by a US based company- Sports tower Inc.

It is one of the lowest Bungee jumping site and is good for a first try and is priced at a reasonable rate.
 "
Goa, 27. Rejuvenate by Spas and Massages ,3.7, 8 km  from city center , Goa is full of spa resorts and Ayurvedic massage centers. Beachside massages are also available at some beaches. Various spas of Goa which are preferred by the tourists from all around the world are Sereno Spa and Leela Kempinski Goa Spa Center. 
Goa, 28. Colva Beach ,4.4, 26 km  from city center ," One of the most happening beaches in South Goa, Colva beach is mainly renowned for its shopping and phenomenal nightlife. The beach is full of shacks and eating joints.  "
Goa, 29. Morjim Beach ,4.3, 18 km  from city center ," Morjim is sometimes referred to as ""Little Russia"" owing to the large population of Russian immigrants staying here. Morjim beach is home to exotic species of birds and some rare endangered animals such as sea turtles. "
Goa, 30. Casino ,3.6, 0 km  from city center ," Located on a yacht in River Mandovi, the casino is one of the coolest places to be when you're in the party state. The entry fee is placed high at Rs. 1600, and the casino holds ample number of tables of American Roulette, Blackjack and Rummy. Go ahead and try your luck! "
Goa, 31. Agonda Beach ,4.4, 53 km  from city center ," If you're looking for a place away from the hustle bustle of the crowd with more space and solitude, Agonda beach is the right place for you. With the clear blue water and coconut trees, this beach is a delight for nature lovers. "
Goa, 32. Candolim Beach ,, 7 km  from city center ," Candolim Beach lies around 15 kms ahead of Panjim, along the stretch of Fort Aguada. Forming a part of the trio of Calangute, Baga and Candolim party beaches in Goa, this beach is known for its pulsating nightlife and thrilling water sports. "
Goa, 33. Se Cathedral ,3.3, 9 km  from city center ," Se Cathedral, or Sé Catedral de Santa Catarina, is one of the largest churches in Asia. Located in Old Goa, it is dedicated to Saint Catherine. It is a famous landmark in Goa exhibiting Portuguese-Manueline architectural style. "
Goa, 34. Cavelossim Beach ,3.0, 38 km  from city center ," With magnificent black rocks that contrast with the white sand shores of this idyllic beach, the Cavelossim Beach is located in South Goa. Cleaner and quieter than the cliched party beaches of Goa, it is the perfect spot for travellers looking to enjoy the endless expanse of the clear blue waters.  "
Goa, 35. Patnem Beach ,3.9, 60 km  from city center ," Situated in Canacona, South Goa, Patnem Beach is one of the most secluded and tranquil beaches of Goa. It is the perfect place to laze by the beach and do absolutely nothing. The waters are quite safe to swim in, and the views of the sunset are magnificent and uninterrupted. "
Goa, 36. Betalbatim Beach ,, 24 km  from city center ," Located in South Goa between Colva Beach and Majorda Beach, Betalbatim Beach is one of the quieter beaches of Goa. Lined with a plethora of fast food chains, local restaurants and spas, the highlight of the beach is the easy spotting of the dolphins. You can ask the local fishermen who can hike you a ride in a sea to have a glimpse of the dolphins. "
Goa, 37. Fort Tiracol ,3.0, 29 km  from city center ," Across the Terekhol river from the Querim beach in North Goa lies the majestic Tiracol Fort. Once a crucial part of the maritime defence, it now serves as Fort Tiracol Heritage Hotel. It is popular for an unbeatable panoramic view of the Arabian Sea. "
Goa, 38. Grande Island ,, 17 km  from city center ," Originally known as Iha Grande, Grande Island in Goa is one of the most sought after destinations, owing to its serene and tranquil environment and the availability of a plethora of thrilling activities like snorkeling, dolphin spotting, and scuba diving. "
Goa, 39. Bhagwan Mahavir Sanctuary ,, 53 km  from city center ," Bhagwan Mahavir Sanctuary is a 240 sq km protected natural habitat located in the Western Ghats of India, on the Goa-Karnataka border. Touted to be Goa's largest wildlife reserve, it is home to the famous Dudhsagar Falls, Mollem National Park, Tambdi Surla Temple, and Devil's Canyon among other attractions. "
Goa, 40. Arvalem Waterfalls ,, 22 km  from city center ," One of the most beautiful spots to visit in North Goa, Arvalem Waterfalls is located in Sanquelim. Also known as Harvalem Falls, it forms a huge pool of water at its base - almost as big as a lake. This makes Arvalem Falls a popular tourist and picnic spot.  "
Goa, 41. Mollem National Park ,, 41 out of 184  places to visit in Goa , Mollem National Park part of the famous Bhagwan Mahavir Wildlife Sanctuary is the biggest national park in Goa that takes you on a fascinating wildlife adventure. Jeep safaris take the tourists right into the heart of the dense forest reserve. 
Goa, 42. Sunburn Festival ,3.0, 14 km  from city center ," Ranked amongst few of the world’s best music festivals, Sunburn Music Festival tops the list of every Electronic Music fan’s bucket list. It is mostly famous for its extravagance, fantastic music and noteworthy artist line-up. "
Goa, 43. Carnival in Goa ,, 43 out of 184  places to visit in Goa ," The Goa Carnival is a legacy of the Portuguese rule and has grown from being a quiet event to a popular, massive scale festival, attracting thousands of tourists from India and abroad. One of the most awaited occasions in the state, the carnival has a long history of its origin, stretching back right to the ancient Roman Empire. The atmosphere is charged with spectacular parades, dances, musical events and the great food, all of which are major crowd pullers. Festivities occur in the cities of Panjim, Mapusa, Margao, and Vasco da Gama, with Panjim having it the largest of all "
Goa, 44. Church of St. Cajetan ,3.4, 9 km  from city center ," The Church of Saint Cajetan, located in Old Goa close to the Se Cathedral, is one of the most beautiful churches in Goa. The only surviving domed structure in Goa, the church is admired for its wonderful and graceful architecture that reminds you of Basilica of St. Peter in Rome. "
Goa, 45. Bambolim Beach ,3.4, 6 km  from city center ," Bambolim Beach is a pristine beach located in Bambolim in North Goa, 7 kilometres away from Panjim. It is famous for being a virgin beach, untouched by commercialization and is barely ever crowded.  "
Goa, 46. Butterfly Conservatory Of Goa ,, 21 km  from city center ," The Butterfly Conservatory of Goa is a butterfly sanctuary and garden in the Ponda district of Goa. Spread over 4000 square metres, it is designed as a place to stroll and absorb in the serene beauty of nature. In the vast expanses of the garden, one can take a leisurely walk and observe over a hundred different species of butterflies from close quarters.  "
Goa, 47. Sri Mahadeva Temple ,, 46 km  from city center ," Sri Mahadeva Temple, Tambdi Surla is one of the oldest temples in Goa to Lord Shiva. The inner sanctum of temple has a Shiva Linga mounted on a raised pedestal. There is also a statue of headless Nandi. The locals believe that there is a huge king cobra permanently sitting near the Shiva Linga. "
Goa, 48. Church of St Francis of Assisi ,3.4, 9 km  from city center , Church of St Francis of Assisi is a 16th-century Portuguese church located near Se Cathedral in Goa. It is a famous landmark which exhibits an eclectic mix of stunning architecture and intricate carvings.  
Goa, 49. Cabo de Rama Beach ,3.4, 45 km  from city center ," Cabo de Rama Beach is a beautiful secluded beach located in Margao, South Goa. Surrounded by tall coconut trees, this beach is perfect for setting up a picnic, playing volleyball, or just spending some quality time.  "
Goa, 50. Monastery Of St Augustine ,, 8 km  from city center ," Church Of St. Augustine is a ruined church complex which was once the biggest church in Goa. Located near Nunnery of Santa Monica in Old Goa, there stands a solo tower (called St Augustine Tower) out of the four towers once forming the Church Of St. Augustine.  "
Goa, 51. Savoi Plantation ,, 19 km  from city center ," Savoi Spice Plantation is a 40-hectare organic farm located 15km from Ponda. Established by Mr Shetye, the beautifully maintained farm is popular for the guided tour of the intercrop plantation and the Goan Saraswat Buffet at its Sadauli Restaurant. "
Goa, 52. Ashwem Beach ,3.0, 20 km  from city center ," Ashwem Beach is one of the few beaches left in Goa that is yet to be discovered by the mainstream tourist crowd of Goa, offering its visitors an endless expanse of pearly white sands complemented well by the beautiful waves of the Arabian Sea. Surfing and Yoga are widely practised here. "
